	zt0_1	zt0_2	zt0_3	zt4_1	zt4_2	zt4_3	zt8_1	zt8_2	zt8_3	zt12_1	zt12_2	zt12_3	zt16_1	zt16_2	zt16_3	zt20_1	zt20_2	zt20_3
ostta01g00280	171237.654948719	40594.5408943834	171237.654948719	171237.654948719	171237.654948719	171237.654948719	171237.654948719	171237.654948719	39541.6605637515	171237.654948719	124500.524362568	171237.654948719	171237.654948719	203520.411469035	171237.654948719	171237.654948719	170212.074766793	171237.654948719
ostta06g02840	88573.6213558978	64295.2008931174	36261.0650001123	42205.9151405259	21339.5594118587	111730.474855195	88573.6213558978	32778.0168476165	135745.108147122	17540.4895360035	88573.6213558978	27825.4970108433	88573.6213558978	88573.6213558978	109111.626093841	36613.9902505675	23938.3532500583	31053.1226648407
ostta05g00530	25464.7023525392	23613.2047097809	31215.0876502414	21429.0815510196	25464.7023525392	25464.7023525392	25464.7023525392	25464.7023525392	25464.7023525392	25464.7023525392	25464.7023525392	25464.7023525392	25464.7023525392	25464.7023525392	29267.690188254	25464.7023525392	25464.7023525392	25464.7023525392
ostta07g00490	94358.3409344937	179274.845710607	94358.3409344937	48138.3414442856	126426.807666436	218337.62543818	94358.3409344937	32042.7782147307	135335.721544874	85899.4840043868	81012.4201630742	94358.3409344937	71178.4360377235	126588.221562744	94358.3409344937	78335.4989153282	128343.158578803	129518.679631469
ostta05g00670	11044.2641349955	81600.5070085992	11044.2641349955	8960.01271453045	11044.2641349955	11044.2641349955	11044.2641349955	11044.2641349955	11044.2641349955	11044.2641349955	11044.2641349955	11044.2641349955	11044.2641349955	11044.2641349955	11044.2641349955	11044.2641349955	11044.2641349955	12114.2681605752
ostta20g00730	205436.572425258	23070.1674576181	205436.572425258	205436.572425258	205436.572425258	205436.572425258	205436.572425258	59319.4357525016	205436.572425258	205436.572425258	205436.572425258	205436.572425258	7441.57550560069	205436.572425258	205436.572425258	205436.572425258	313233.316912311	205436.572425258
ostta09g03270	50971.404336836	42321.780854504	52513.5733546331	102394.847085517	50971.404336836	82045.2147567043	55557.3590008753	48840.0794463312	31635.0343231112	50971.404336836	68539.1379094677	45925.9588462748	57505.0320799137	50971.404336836	47543.2243791992	50971.404336836	50971.404336836	50971.404336836
ostta03g01020	98012.9461821998	52597.4867472234	98012.9461821998	98012.9461821998	98012.9461821998	98012.9461821998	98012.9461821998	98012.9461821998	98012.9461821998	58944.5956034841	98012.9461821998	98012.9461821998	98012.9461821998	45584.1748854978	98012.9461821998	98012.9461821998	113296.194119581	98012.9461821998
ostta10g00430	75764.3579949368	36999.0919206745	75764.3579949368	75764.3579949368	75764.3579949368	51822.3580600838	33905.0839403313	75764.3579949368	75764.3579949368	75764.3579949368	75764.3579949368	75764.3579949368	45017.0520326078	75764.3579949368	75764.3579949368	75764.3579949368	85536.715679236	75764.3579949368
ostta13g02040	43150.0415805474	175280.773440732	102849.292168245	43150.0415805474	133681.856423793	43150.0415805474	43150.0415805474	43150.0415805474	43150.0415805474	43150.0415805474	43150.0415805474	122490.40305994	17725.1851748897	43150.0415805474	123788.555158508	74816.3295025773	133177.877708277	203200.014972636
ostta08g01610	39297.6676990953	30120.9472674032	37326.5890455726	20244.8793776729	76540.5317739137	18675.0933658246	39297.6676990953	30832.3987549925	57198.4885088236	15042.7175055765	39297.6676990953	53059.9161084135	27582.1605542377	39297.6676990953	39297.6676990953	39038.8129285065	39297.6676990953	41043.7386639651
ostta06g03460	99949.3947364748	68490.0601496962	150050.974573252	49882.2000158911	15433.7284489766	185982.679842472	211436.604676921	41059.0500192044	248415.350347191	99949.3947364748	99949.3947364748	99949.3947364748	50706.2374989349	174719.836141135	123966.064013121	45356.6604383519	43455.3400723035	235140.643775845
ostta01g03160	151423.168289449	206200.514549977	151423.168289449	126497.893805684	151423.168289449	178635.554434451	151423.168289449	151423.168289449	151423.168289449	151423.168289449	151423.168289449	151423.168289449	151423.168289449	151423.168289449	151423.168289449	151423.168289449	151423.168289449	151423.168289449
ostta13g02865	201968.074905585	18701.330074779	201968.074905585	201968.074905585	201968.074905585	201968.074905585	201968.074905585	36781.0582274473	201968.074905585	201968.074905585	34115.9368566378	201968.074905585	201968.074905585	241018.290726383	201968.074905585	17077.1690551314	175630.499999065	27767.0054634474
ostta15g01420	23484.4517238238	24258.3923386072	23484.4517238238	23484.4517238238	23484.4517238238	23484.4517238238	23484.4517238238	34573.3920964965	23484.4517238238	23484.4517238238	23484.4517238238	23484.4517238238	23484.4517238238	29794.2754027301	23484.4517238238	23484.4517238238	24740.8306903053	23484.4517238238
ostta03g01590	54817.62453043	231713.688110618	54935.2773765951	149157.701991948	48928.612554363	198241.553953836	68665.8428147028	102181.806464072	54817.62453043	54817.62453043	79517.710657924	48058.8226061007	140877.094223634	36879.5021433389	53795.3192953926	33762.7298284467	54817.62453043	95385.8748775287
ostta15g02360	12489.0172081744	15671.9367534589	12489.0172081744	12489.0172081744	12489.0172081744	12489.0172081744	12489.0172081744	12489.0172081744	12489.0172081744	12489.0172081744	12489.0172081744	12489.0172081744	12489.0172081744	12489.0172081744	12489.0172081744	12489.0172081744	12489.0172081744	12489.0172081744
ostta16g01350	14538.7607910863	11104.4711026158	3237.08038139419	31744.5605956494	38412.0656770584	42389.5755635739	36331.7712949013	30906.3785615369	19170.8918213497	14319.065393761	16608.8850028637	14538.7607910863	17813.1472833893	43882.4500354479	32504.7795187632	62686.4462927149	24227.968335867	50522.5782584109
ostta03g05020	39362.4203796843	75772.1223890029	39362.4203796843	36039.7295516371	39362.4203796843	15443.4669631011	39362.4203796843	39362.4203796843	39362.4203796843	39362.4203796843	39362.4203796843	39362.4203796843	18072.6451161108	39362.4203796843	39362.4203796843	42810.7498056309	44075.676374818	39362.4203796843
ostta16g01450	29222.2267126569	16118.6023979656	29222.2267126569	29222.2267126569	29222.2267126569	19112.7056517063	5172.7539673954	17165.038426848	29222.2267126569	29222.2267126569	29222.2267126569	29222.2267126569	29222.2267126569	29222.2267126569	29222.2267126569	29222.2267126569	29222.2267126569	34267.0837667636
ostta09g03705	17301.940199371	14767.6755201713	31045.541782135	12255.4120816746	21159.433179077	12003.2455811612	17301.940199371	15231.9619969292	40669.2490758839	17301.940199371	17301.940199371	36818.6871185299	17301.940199371	17301.940199371	29201.9587138504	17301.940199371	17301.940199371	17301.940199371
ostta03g05000	39953.8562252932	166067.010539739	46239.4765400645	37224.5870442272	223026.352239206	61112.3301143903	92323.3033092666	39953.8562252932	106699.198128264	39595.6992460108	39953.8562252932	70193.4253015164	97188.1604962633	59650.5731092709	34088.796990867	22215.8036329293	39953.8562252932	84018.4855758912
ostta17g00270	20487.2098213455	18235.9990517497	20487.2098213455	20487.2098213455	20487.2098213455	20487.2098213455	7589.14297354583	20487.2098213455	20487.2098213455	20487.2098213455	20487.2098213455	18329.0068775469	23479.7892962136	19568.6188024578	20487.2098213455	21033.0676195141	20487.2098213455	20487.2098213455
ostta18g00560	76636.9871142948	64646.5550271897	76636.9871142948	76636.9871142948	76636.9871142948	76636.9871142948	76636.9871142948	76636.9871142948	76636.9871142948	76636.9871142948	88121.3320510689	76636.9871142948	76636.9871142948	76636.9871142948	76636.9871142948	76636.9871142948	76636.9871142948	76636.9871142948
ostta03g04430	134078.713496714	114830.808374799	134078.713496714	134078.713496714	91831.2087485334	134078.713496714	134078.713496714	134078.713496714	134078.713496714	134078.713496714	134078.713496714	5341.13611193008	75836.295406715	316112.218012554	134078.713496714	134078.713496714	134078.713496714	134078.713496714
ostta14g03060	21614.0921465523	39832.2373791436	21614.0921465523	21614.0921465523	25442.3516044365	21614.0921465523	21614.0921465523	21614.0921465523	21614.0921465523	21614.0921465523	21614.0921465523	21614.0921465523	21614.0921465523	21614.0921465523	21614.0921465523	21614.0921465523	21614.0921465523	21614.0921465523
ostta11g01950	44383.7920855252	104761.487352196	44383.7920855252	44383.7920855252	44383.7920855252	44383.7920855252	121723.695467662	139104.163887443	44383.7920855252	270641.163390932	198895.03369646	192674.737564241	44383.7920855252	292340.926765756	361113.279166306	44383.7920855252	44383.7920855252	71926.2561759273
ostta14g02410	44931.4503350962	83977.7680013428	237299.916360826	56983.5921168065	44931.4503350962	58305.4823632946	44931.4503350962	65285.5901690749	78155.2245213428	44931.4503350962	44931.4503350962	224360.759125211	73024.2712138199	44931.4503350962	111082.819236054	44931.4503350962	50301.9965236793	44931.4503350962
ostta04g01280	16518.5962962681	57516.4727861579	63064.4574207728	44749.3064756855	38016.7637897023	53268.6390591961	16518.5962962681	16518.5962962681	31340.8762353471	16518.5962962681	56044.0128000876	42745.8067018331	16518.5962962681	16518.5962962681	102903.538139348	20858.8846150265	16518.5962962681	16518.5962962681
ostta10g03100	29137.997363364	192685.578619387	29137.997363364	112119.995821281	29137.997363364	290308.533839318	29137.997363364	126517.686008957	29137.997363364	29137.997363364	29137.997363364	72411.9509784685	29137.997363364	29137.997363364	29137.997363364	29137.997363364	29137.997363364	29137.997363364
ostta14g02730	75911.4817245787	203300.933213781	75911.4817245787	80616.6473123987	81261.5372029322	50957.4571357211	75911.4817245787	75911.4817245787	75911.4817245787	97392.3867658887	61652.1960107257	75911.4817245787	33298.8371216011	174491.587897372	75911.4817245787	38472.8253007614	152743.424636893	124610.39624209
ostta16g02620	84162.530218822	14703.7694233245	84162.530218822	10441.0070304753	84162.530218822	84162.530218822	84162.530218822	84162.530218822	1127.50932145274	46196.3001273892	52552.5569053495	84162.530218822	3379.19590267825	109466.196176346	84162.530218822	84162.530218822	83166.708950427	103838.982890665
ostta02g05020	62302.1124960156	39415.8211765548	62302.1124960156	31894.7359346347	62302.1124960156	62302.1124960156	19675.7709424719	62302.1124960156	62302.1124960156	62302.1124960156	62302.1124960156	62302.1124960156	62302.1124960156	62302.1124960156	62302.1124960156	62302.1124960156	74000.9973538698	72409.167474153
ostta12g02490	40362.9605664555	41715.0158012687	30325.5402936793	16278.3082709068	45365.0389893148	40362.9605664555	40362.9605664555	36822.0577895403	35920.4520680761	40362.9605664555	28499.7195104683	38895.6144429578	40362.9605664555	40362.9605664555	33222.5922249023	40362.9605664555	44025.1172121208	39916.630451089
ostta18g00250	14659.8560367327	40894.1588977636	14659.8560367327	14659.8560367327	14659.8560367327	14659.8560367327	14659.8560367327	14659.8560367327	14659.8560367327	14659.8560367327	14659.8560367327	14659.8560367327	14659.8560367327	14659.8560367327	14659.8560367327	14659.8560367327	14659.8560367327	14659.8560367327
ostta10g00890	60269.8204094389	70678.6895372755	60269.8204094389	54556.5583151512	60269.8204094389	66897.3895011934	60269.8204094389	60269.8204094389	60269.8204094389	60269.8204094389	60269.8204094389	60269.8204094389	60269.8204094389	60269.8204094389	60269.8204094389	60269.8204094389	60269.8204094389	60269.8204094389
ostta14g02380	5272.74584362288	49272.3244325759	594.16890549297	5272.74584362288	5272.74584362288	5272.74584362288	5272.74584362288	5272.74584362288	5272.74584362288	5272.74584362288	5272.74584362288	5272.74584362288	5272.74584362288	5272.74584362288	5272.74584362288	5272.74584362288	5272.74584362288	5272.74584362288
ostta08g02740	79124.6809134719	31743.7369796861	233500.007825481	43751.8069295012	92641.8623121302	79124.6809134719	79124.6809134719	79124.6809134719	156539.113892469	155815.811593547	79124.6809134719	270453.464356658	133457.661959898	79124.6809134719	166130.985828818	74909.1875982194	79124.6809134719	79124.6809134719
ostta11g01455	72313.5085264311	66158.231207982	72313.5085264311	72313.5085264311	52253.0360613281	151126.955194278	72313.5085264311	72313.5085264311	72313.5085264311	67234.2814751239	72313.5085264311	72313.5085264311	62860.9766405313	79487.9014035681	72313.5085264311	62188.2732922659	72313.5085264311	84530.3529817344
ostta01g00660	198236.800724342	262286.374315388	198236.800724342	195835.567505341	198236.800724342	242777.363101756	230886.539533303	190472.052343164	198236.800724342	198236.800724342	198236.800724342	198236.800724342	281504.345611934	224926.548129024	198236.800724342	253268.368410196	217189.97531983	198236.800724342
ostta11g02040	1847.84082566247	42152.8433907842	1847.84082566247	1847.84082566247	37000.686652463	56114.0171863736	1847.84082566247	1665.43591200807	1847.84082566247	1847.84082566247	1847.84082566247	1847.84082566247	1847.84082566247	1847.84082566247	1847.84082566247	1847.84082566247	1847.84082566247	1847.84082566247
ostta08g02480	55400.3813898258	49686.6325130947	81878.2883919301	55400.3813898258	51018.7301459102	55400.3813898258	55400.3813898258	55400.3813898258	55400.3813898258	58245.0627156909	55400.3813898258	55400.3813898258	73496.3157725275	55400.3813898258	55400.3813898258	56214.4778637056	55400.3813898258	55400.3813898258
ostta03g00300	60038.800521855	70833.2884880174	45091.1251404943	60038.800521855	50966.7606802784	77859.1166342274	53317.8625898607	59331.3434953254	42883.2163803912	60038.800521855	60038.800521855	56800.0703784645	60038.800521855	60038.800521855	60038.800521855	60038.800521855	60458.650648699	60038.800521855
ostta02g03910	50162.0121787198	73062.0882043565	50162.0121787198	18625.1746617484	68298.2998994033	58940.4782202515	50162.0121787198	50162.0121787198	50162.0121787198	50162.0121787198	50162.0121787198	50162.0121787198	59230.2347982088	50162.0121787198	50162.0121787198	49521.3947996455	50162.0121787198	50162.0121787198
ostta10g02520	42043.927425434	58471.4276625994	49759.2594610362	42043.927425434	36983.0245304127	70183.5011197532	42043.927425434	42043.927425434	50610.1964196662	140679.933176267	42043.927425434	42043.927425434	42043.927425434	44149.2233308373	42043.927425434	24497.3338733227	33842.7487775059	36274.5668639723
ostta20g00790	43321.9486414193	98343.512331982	43321.9486414193	90278.5567849819	78166.8740960341	108772.06682823	82266.0423337772	83968.4223152204	43321.9486414193	43321.9486414193	43321.9486414193	74762.4454932477	43321.9486414193	43321.9486414193	29468.9304161532	47967.5714458169	43321.9486414193	43321.9486414193
ostta07g02350	66123.1867677953	11885.1840578508	21520.3444842602	139203.604887815	66123.1867677953	66123.1867677953	66123.1867677953	9151.46702189467	21330.6998036842	9502.48749438957	66123.1867677953	16913.3148747631	164874.445481633	19785.0002710478	66123.1867677953	28405.7280962232	161089.894075773	66123.1867677953
ostta07g00290	42639.0843198202	72918.1675019774	42639.0843198202	27818.1973273527	53762.5774582385	33664.0125980014	42639.0843198202	42639.0843198202	11757.4887053244	42639.0843198202	42639.0843198202	42639.0843198202	52714.6122814148	74614.9101833823	42639.0843198202	41401.4000292251	42639.0843198202	42639.0843198202
ostta01g02840	38506.779462541	36116.075313334	38506.779462541	38506.779462541	25938.1299214932	9856.40967842516	38506.779462541	38506.779462541	38506.779462541	32221.9630360785	16305.9287293602	38506.779462541	38506.779462541	26942.0307111058	38506.779462541	38506.779462541	41984.589675311	36395.6758844546
ostta08g03260	28056.5704595114	107797.630159016	28056.5704595114	58283.7094788579	69476.857972675	92451.8843242904	28056.5704595114	55286.722474626	28056.5704595114	44658.6469602063	42506.4965021329	28056.5704595114	52346.5399336876	56132.3540334196	28056.5704595114	49451.6874176227	31894.729283192	28056.5704595114
ostta04g00570	21347.8874471048	54403.6614452968	39133.7340466174	21347.8874471048	50783.1398092259	70689.1538356434	21347.8874471048	44569.2945989268	17676.8783358057	21347.8874471048	68954.4115357119	21347.8874471048	21347.8874471048	21347.8874471048	21347.8874471048	32536.6087882036	21347.8874471048	21347.8874471048
ostta04g01040	56606.136461281	44629.1889425472	56606.136461281	17135.9641719561	29365.1731847576	34300.6629870468	56606.136461281	24237.5836698235	56606.136461281	52988.8276943768	44258.7184848354	56606.136461281	46572.6729425087	69988.7569356317	56606.136461281	37854.8627588195	51204.0310539173	47875.9423043843
ostta12g01390	17328.521688292	17628.8525430997	17328.521688292	55978.8350452652	84127.4941697722	61449.5866857288	48765.550117037	36984.2379272235	54168.1908696388	23498.1063914573	11924.0226495745	41334.9056900256	21215.8669887236	65719.929258855	23795.6949741509	27783.5384908415	34052.4193308614	78806.4898550743
ostta08g00280	47109.9664164907	100184.360306368	47109.9664164907	47109.9664164907	43138.2211432464	51276.0235250524	47109.9664164907	40345.8900431	47109.9664164907	47109.9664164907	47109.9664164907	47109.9664164907	47109.9664164907	47808.7046929084	47109.9664164907	47109.9664164907	47109.9664164907	47109.9664164907
ostta01g01700	167859.869965335	171091.428658585	124435.521168914	172014.182399369	148103.259972595	167683.586409104	176473.800677578	148483.249891775	142726.286323379	148243.252689596	157995.983398738	122282.845750303	173756.144244155	192904.004320192	183335.375258131	176284.226776572	161928.105275769	167859.869965335
ostta08g01730	18535.6762293718	49327.843679499	25222.7159211287	11081.0774565888	17661.6925551137	10018.9911622657	18535.6762293718	18535.6762293718	18535.6762293718	18535.6762293718	18535.6762293718	18535.6762293718	17482.1694687582	18535.6762293718	18535.6762293718	26296.5989437108	27607.8131675371	23509.8130360039
ostta01g02580	10828.0133749066	12578.0912139155	1689.30154557616	10828.0133749066	10828.0133749066	10828.0133749066	10828.0133749066	10828.0133749066	29378.6122441728	10828.0133749066	27672.4188053723	10828.0133749066	10828.0133749066	10033.8156130506	10828.0133749066	10828.0133749066	10828.0133749066	10828.0133749066
ostta15g01300	74822.4275042276	35197.673785625	74822.4275042276	74822.4275042276	14234.3744237875	79358.4486654424	74822.4275042276	74822.4275042276	170019.414619893	21616.0978277483	74822.4275042276	16458.8431749304	74822.4275042276	74822.4275042276	92125.8307268239	88221.7926292865	23207.5846369224	24273.1488631578
ostta11g01810	121711.622645061	75742.4621028177	121711.622645061	121711.622645061	48785.9172606038	121711.622645061	121711.622645061	121711.622645061	121711.622645061	121711.622645061	121711.622645061	121711.622645061	121711.622645061	96110.0880419818	121711.622645061	121711.622645061	121711.622645061	127096.568952014
ostta06g01890	21141.9920722713	56879.9605635267	21141.9920722713	48979.9188343703	21141.9920722713	40739.1435288751	46245.4823363116	21141.9920722713	21141.9920722713	21141.9920722713	21141.9920722713	42642.3565686912	21141.9920722713	21141.9920722713	25761.0481546421	21141.9920722713	21141.9920722713	21141.9920722713
ostta18g00260	117575.282199804	118176.713096293	117575.282199804	117575.282199804	117575.282199804	96272.2241765229	117575.282199804	117575.282199804	117575.282199804	117575.282199804	117575.282199804	117575.282199804	112386.100680156	158947.610723973	117575.282199804	100439.992272699	117575.282199804	136646.479027418
ostta09g03130	73286.5782292522	1844.78168725087	67060.5834395062	1313.39739292522	73286.5782292522	63613.5606588287	73286.5782292522	29290.6181588439	102497.959333449	73286.5782292522	73286.5782292522	56316.4538032401	73286.5782292522	73286.5782292522	75513.7447772925	73286.5782292522	73286.5782292522	73286.5782292522
ostta12g02570	54643.6161446512	43263.2012725942	64493.8193589424	46736.5644163131	48933.0447736669	57446.8616408656	54643.6161446512	43978.5565253785	33467.8802812262	54643.6161446512	54643.6161446512	62849.1959752211	54643.6161446512	58637.0805326981	56258.8073322735	57344.8746849007	54643.6161446512	52078.5376091607
ostta15g00040	4858.2831700884	3115.30677198895	4858.2831700884	4858.2831700884	15120.6966516751	4858.2831700884	4858.2831700884	4858.2831700884	4858.2831700884	11687.752435095	4858.2831700884	11587.6711044802	10982.2960253476	4858.2831700884	8097.26534865186	7675.13838538848	4417.32573951676	4858.2831700884
ostta03g00060	25563.8718186527	18926.6602316074	25563.8718186527	25563.8718186527	37627.4391136701	31024.8669326379	25563.8718186527	25563.8718186527	25563.8718186527	25563.8718186527	25563.8718186527	25563.8718186527	25563.8718186527	33140.3727183745	25563.8718186527	25563.8718186527	25563.8718186527	25563.8718186527
ostta06g04260	39399.147012831	62578.4464674764	39399.147012831	39399.147012831	47068.6069315858	39399.147012831	39127.5044504672	39399.147012831	42478.9253012819	39399.147012831	39399.147012831	39399.147012831	35479.9737546201	46590.1668390593	39399.147012831	39399.147012831	39399.147012831	39399.147012831
ostta18g01470	26451.7067859858	26294.0956861076	26451.7067859858	26451.7067859858	10518.0721687791	26451.7067859858	26451.7067859858	27002.1910963188	26451.7067859858	26451.7067859858	26451.7067859858	26451.7067859858	26451.7067859858	30160.4167956573	26451.7067859858	26451.7067859858	26451.7067859858	26451.7067859858
ostta17g01130	98309.39750962	35916.0380856373	98309.39750962	98309.39750962	98309.39750962	98309.39750962	16650.7293138692	98309.39750962	98309.39750962	98309.39750962	98309.39750962	98309.39750962	98309.39750962	36776.137226754	98309.39750962	98309.39750962	215054.835171283	98309.39750962
ostta13g01680	92060.7532730067	113202.621391894	92060.7532730067	92060.7532730067	92060.7532730067	92060.7532730067	79777.9651446501	92060.7532730067	92060.7532730067	92060.7532730067	92060.7532730067	92060.7532730067	92060.7532730067	93499.2167858699	92060.7532730067	92060.7532730067	92060.7532730067	92060.7532730067
ostta09g03870	170066.358865245	200938.809782341	95274.2438513584	168259.8135372	173360.520602778	170066.358865245	170066.358865245	170066.358865245	146674.566763539	155519.769148758	170066.358865245	110920.269598922	170066.358865245	202227.384485561	97561.3576375562	173540.449279381	170066.358865245	170066.358865245
ostta16g02500	20803.5226988278	88375.0420429961	20803.5226988278	20803.5226988278	20803.5226988278	15587.6849859901	20803.5226988278	20803.5226988278	6958.79678698422	20803.5226988278	20803.5226988278	16415.7732606589	20803.5226988278	20803.5226988278	22408.0448147182	20803.5226988278	20803.5226988278	20803.5226988278
ostta08g00865	135996.356358838	153422.086582865	135996.356358838	110715.602715322	131408.937412301	127427.813697775	135996.356358838	135996.356358838	135996.356358838	153265.892264558	165680.487328059	135996.356358838	118074.79417539	141043.082261157	135996.356358838	122758.05194015	135996.356358838	152452.490821417
ostta05g02020	49978.1420989546	74850.2588049545	34725.6902320719	32115.3799793817	71739.0341041224	61927.317208927	24828.2508420777	36391.6878449966	279944.882940354	40689.8813112104	171610.437897295	32832.0310868422	55431.2420372673	48245.8204390817	43309.0449363026	128229.967789849	35280.8046275489	45240.7238099454
ostta16g00760	38386.2659767376	61855.0188218404	38386.2659767376	38386.2659767376	16450.7906540569	13058.0773859691	38386.2659767376	16937.7105051623	38386.2659767376	20456.5523436305	42590.5552854177	38386.2659767376	38386.2659767376	30506.7990360633	38386.2659767376	38386.2659767376	36718.8986105378	41316.6679675652
ostta17g00850	79543.4471621554	57688.4409275354	116512.134820258	79543.4471621554	79543.4471621554	79543.4471621554	79543.4471621554	79543.4471621554	79543.4471621554	79543.4471621554	79543.4471621554	79543.4471621554	79543.4471621554	79543.4471621554	79543.4471621554	79543.4471621554	79543.4471621554	79543.4471621554
ostta01g04120	28744.7541582015	20730.4816549667	28744.7541582015	23536.0074357205	28744.7541582015	92644.824198817	28744.7541582015	51899.9980016328	26757.720959716	28744.7541582015	28744.7541582015	28744.7541582015	28744.7541582015	33809.1695534009	25480.674355903	28744.7541582015	28744.7541582015	28744.7541582015
ostta03g00790	959.634955711579	2249.99710037599	959.634955711579	959.634955711579	895.807034823531	959.634955711579	959.634955711579	959.634955711579	959.634955711579	959.634955711579	959.634955711579	959.634955711579	959.634955711579	959.634955711579	959.634955711579	959.634955711579	959.634955711579	959.634955711579
ostta17g01430	27031.3148161726	321737.035713649	295363.564151533	174090.879816656	243691.410084498	299987.949913118	27031.3148161726	27636.9850195814	266192.658087096	186808.878290158	27031.3148161726	212408.36612041	27031.3148161726	27031.3148161726	223392.600282387	24476.7698305483	27031.3148161726	27031.3148161726
ostta09g01850	48598.3916314493	16195.138735557	48598.3916314493	48598.3916314493	48598.3916314493	48598.3916314493	48598.3916314493	48598.3916314493	48598.3916314493	48598.3916314493	48598.3916314493	13085.2457071871	48598.3916314493	48598.3916314493	56894.7272828319	48598.3916314493	48598.3916314493	48598.3916314493
ostta05g01550	96371.2170360182	101992.764580345	96371.2170360182	96371.2170360182	93567.991233894	96371.2170360182	96371.2170360182	96371.2170360182	96371.2170360182	96371.2170360182	96371.2170360182	96371.2170360182	85470.9333425896	112772.893484399	96371.2170360182	81179.0767322161	115841.470756958	96371.2170360182
ostta17g02310	90017.5153610297	127386.383274214	101804.43042524	177291.66035602	182380.464326112	100345.928982073	151305.029864793	98643.4122339352	90017.5153610297	90017.5153610297	90017.5153610297	120185.900296576	166060.590906296	163761.506643908	90017.5153610297	106858.956217634	131540.08544405	90017.5153610297
ostta18g00320	19672.5636996937	17974.7257010926	32488.1119258779	19672.5636996937	19672.5636996937	19672.5636996937	19672.5636996937	19672.5636996937	39149.3245329642	19672.5636996937	19672.5636996937	35980.2780021388	19672.5636996937	19672.5636996937	24247.6781273048	19672.5636996937	19672.5636996937	19672.5636996937
ostta16g01460	39997.1754821968	52943.8559638646	58956.1011802899	6223.34091388505	24638.7105956989	16488.1880373496	39997.1754821968	39997.1754821968	47904.3821918478	39997.1754821968	20593.0584608633	57402.984808296	26895.9562461365	39997.1754821968	61836.6742985547	40894.6401120349	39997.1754821968	39997.1754821968
ostta04g02930	61134.7726399836	98455.6825282718	61134.7726399836	21402.9060048463	42048.6254867383	115237.388640904	51697.3880649349	61134.7726399836	56282.579357506	61134.7726399836	67726.5326327487	61134.7726399836	61134.7726399836	61134.7726399836	61134.7726399836	61134.7726399836	61134.7726399836	61134.7726399836
ostta07g01810	31697.351555666	30648.4174861447	31697.351555666	31697.351555666	30140.7349462541	31697.351555666	31697.351555666	8928.07302201259	31697.351555666	31697.351555666	31697.351555666	31697.351555666	10388.7239755446	51113.0864677312	31697.351555666	31697.351555666	47400.0209002341	47620.7885273417
ostta08g01280	23452.5044999676	20324.554035498	23452.5044999676	23452.5044999676	16948.2543531807	11005.8869746217	23452.5044999676	23452.5044999676	13097.3079660525	16788.4133509194	23452.5044999676	23452.5044999676	23452.5044999676	27555.2206202678	23452.5044999676	23452.5044999676	25971.6049084072	21856.0301441217
ostta10g02930	77605.1097291648	82363.5075145029	77605.1097291648	77605.1097291648	77605.1097291648	77605.1097291648	77605.1097291648	77605.1097291648	77605.1097291648	77605.1097291648	77605.1097291648	77605.1097291648	77605.1097291648	77605.1097291648	77605.1097291648	77605.1097291648	77605.1097291648	77605.1097291648
ostta15g02500	35659.1126719218	36897.6187435267	45544.9215431376	35659.1126719218	35659.1126719218	35659.1126719218	35659.1126719218	35659.1126719218	35659.1126719218	35659.1126719218	35659.1126719218	35659.1126719218	35659.1126719218	35659.1126719218	35659.1126719218	35659.1126719218	35659.1126719218	35659.1126719218
ostta02g04280	60547.0365624471	79752.8507930264	134710.725164785	60547.0365624471	70369.8054309072	80164.8018453391	60547.0365624471	74366.7819260344	60547.0365624471	60547.0365624471	60547.0365624471	60547.0365624471	52195.3308346787	60553.3798975448	40747.8536179516	60547.0365624471	59391.2035520263	60547.0365624471
ostta10g00870	118313.564782327	92766.9709092421	118313.564782327	118313.564782327	118313.564782327	118313.564782327	118313.564782327	118313.564782327	118313.564782327	118313.564782327	118313.564782327	118313.564782327	118313.564782327	118313.564782327	121673.430778249	118313.564782327	118313.564782327	118313.564782327
ostta15g00340	54566.817651357	63352.3042433302	54566.817651357	54566.817651357	54566.817651357	54566.817651357	54566.817651357	54566.817651357	54566.817651357	54566.817651357	54566.817651357	54566.817651357	54566.817651357	54566.817651357	54566.817651357	54566.817651357	54566.817651357	54566.817651357
ostta19g00420	38086.5168612713	102457.618728606	44295.1129015541	17176.5466968862	38086.5168612713	38086.5168612713	38086.5168612713	38086.5168612713	58068.5470968589	6789.90778113085	38086.5168612713	41803.1651534584	38086.5168612713	38086.5168612713	39281.7794495659	77233.0960722353	38086.5168612713	22985.6186562512
ostta13g01490	21398.492122182	27815.6847211785	21398.492122182	21398.492122182	30570.4705070935	14001.0167545782	11466.3997570884	60630.6546186831	21398.492122182	21398.492122182	21398.492122182	21398.492122182	21398.492122182	33379.2970433395	21398.492122182	28697.6944875548	21398.492122182	21398.492122182
ostta08g02530	38788.1202546406	74492.159604207	38788.1202546406	38788.1202546406	38788.1202546406	38788.1202546406	80767.5054815812	38788.1202546406	38788.1202546406	95607.0069701046	38788.1202546406	38788.1202546406	93934.7983252859	87818.7863990392	38788.1202546406	79277.5430456983	38788.1202546406	30198.4117756289
